State,County,NUM_LICENSED_BEDS,Population with public coverage,Percent of pop w/no health insurance,margin of error,PopEstimate2018,Heart Disease Mortality,adjusted_beds,inquiry1,inquiry2
IA,Plymouth,25,7951,4.3,0.9,25095,238.7,99.62143853,55.51162791,2.3960706
IA,Pocahontas,25,2754,4.7,1,6740,413.8,370.9198813,88.04255319,1.1156048
IA,Polk,1671,150480,5.1,0.4,487204,314.6,342.9774797,61.68627451,0.917261391
IA,Pottawattamie,514,34953,6.3,0.6,93533,306.6,549.5386655,48.66666667,0.557922525
IA,Poweshiek,49,6179,6,1.2,18699,306.5,262.0460987,51.08333333,1.169641531
IA,Ringgold,16,1918,5.8,2.2,4968,408,322.0611916,70.34482759,1.26684
IA,Sac,25,3629,5,1,9719,321.9,257.2281099,64.38,1.25141844
IA,Scott,691,58264,4.9,0.6,173283,299.5,398.7696427,61.12244898,0.751060181
IA,Shelby,25,4344,5.1,1.6,11578,296.5,215.9267576,58.1372549,1.3731508
IA,Sioux,96,9224,4.2,1,34909,214.6,275.0007161,51.0952381,0.780361604
IA,Story,237,19786,4.6,0.7,98105,258.1,241.5779012,56.10869565,1.068392426
IA,Tama,NA,6269,5.8,1.1,16904,326.9,NA,56.36206897,NA
IA,Taylor,NA,2326,7.1,1.6,6191,390.8,NA,55.04225352,NA
IA,Union,25,5082,6.7,1.5,12359,401.5,202.281738,59.92537313,1.9848554
IA,Van Buren,25,3117,12.5,3.6,7020,376.2,356.1253561,30.096,1.0563696
IA,Wapello,217,14414,6,1.2,35205,373.4,616.3897174,62.23333333,0.605785576
IA,Warren,NA,13658,2.9,0.6,51056,355.9,NA,122.7241379,NA
IA,Washington,25,7850,8.5,1.9,22141,305.1,112.9126959,35.89411765,2.70208764
IA,Wayne,25,2780,12.3,2.9,6401,383,390.5639744,31.13821138,0.9806332
IA,Webster,200,14104,5.1,0.9,36277,422.7,551.3135044,82.88235294,0.766714395
IA,Winnebago,NA,3778,2.7,1,10518,341.9,NA,126.6296296,NA
IA,Winneshiek,25,5837,1.8,0.6,20029,309.3,124.8190124,171.8333333,2.47798788
IA,Woodbury,830,38675,6.9,0.7,102539,286.7,809.4481124,41.55072464,0.354191943
IA,Worth,NA,2682,4.9,1.1,7453,290.8,NA,59.34693878,NA
IA,Wright,47,5186,5.4,1.2,12690,351.3,370.3703704,65.05555556,0.94851
ID,Ada,1351,110896,8.3,0.5,469966,288.3,287.467604,34.73493976,1.002895617
ID,Adams,NA,1734,16.6,4.2,4250,241,NA,14.51807229,NA
ID,Bannock,205,28164,8.9,0.9,87138,391.2,235.2590144,43.95505618,1.662848078
ID,Bear Lake,21,1940,6.3,1.6,6050,282.6,347.107438,44.85714286,0.814157143
ID,Benewah,19,3799,12.7,1.8,9226,321.5,205.9397355,25.31496063,1.561136316
ID,Bingham,153,15114,11,1.4,46236,364,330.9109785,33.09090909,1.099993725
ID,Blaine,25,6308,14.1,2.4,22601,157.4,110.6145746,11.16312057,1.42295896
ID,Boise,NA,2952,10.1,2.5,7634,239.1,NA,23.67326733,NA
ID,Bonner,25,17737,11.6,1.3,44727,257.2,55.89464976,22.17241379,4.60151376
ID,Bonneville,420,34762,8.7,0.8,116854,361.8,359.4228696,41.5862069,1.006613743
ID,Boundary,20,4271,19.2,3.8,11948,281.6,167.3920321,14.66666667,1.6822784
ID,Butte,14,924,12.4,3.4,2611,295.9,536.1930295,23.86290323,0.5518535
ID,Camas,NA,393,12.9,4.8,1127,189.7,NA,14.70542636,NA
ID,Canyon,343,80356,14.7,0.8,223499,349.8,153.4682482,23.79591837,2.27929884
ID,Caribou,25,1990,7.8,2.4,7060,346.1,354.1076487,44.37179487,0.9773864
ID,Cassia,25,8011,15.7,2.1,23864,316.7,104.7603084,20.17197452,3.02309152
ID,Clark,NA,401,27.4,8.6,852,300.6,NA,10.97080292,NA
ID,Clearwater,83,3517,11.1,2.2,8758,286.2,947.7049555,25.78378378,0.301992723
ID,Custer,NA,1928,11.8,2.8,4280,225.6,NA,19.11864407,NA
ID,Elmore,25,8628,11.8,2.2,27259,324.4,91.71282879,27.49152542,3.53712784
ID,Franklin,20,3600,10.4,2,13726,283.1,145.7088737,27.22115385,1.9429153
ID,Fremont,NA,4634,10.7,2.5,13168,333.5,NA,31.1682243,NA
ID,Gem,16,7197,17,3.1,17634,337,90.73380969,19.82352941,3.71416125
ID,Gooding,18,5639,16.6,2.7,15196,322.5,118.4522243,19.42771084,2.722616667
ID,Idaho,41,7012,10.9,1.7,16513,261.4,248.2892267,23.98165138,1.052804439
ID,Jefferson,NA,8424,9.6,1.9,29439,355.1,NA,36.98958333,NA
ID,Jerome,25,8092,19.7,2.3,24015,306.9,104.1016032,15.5786802,2.9480814
ID,Kootenai,434,50896,10.3,0.8,161505,306,268.7223306,29.70873786,1.138721889
ID,Latah,25,9358,6.9,1.3,40134,256.4,62.29132406,37.15942029,4.11614304
ID,Lemhi,18,3541,12.5,3.2,7961,243.9,226.1022485,19.512,1.0787155
ID,Lewis,NA,1643,14.5,2.1,3861,283.3,NA,19.53793103,NA
ID,Lincoln,NA,1909,22.2,2.7,5360,319,NA,14.36936937,NA
ID,Madison,69,9582,7.2,1.2,39304,402,175.5546509,55.83333333,2.289885217
ID,Minidoka,25,7265,19.6,2.4,20825,282.2,120.0480192,14.39795918,2.350726
ID,Nez Perce,145,14747,10.3,1.3,40408,303.9,358.8398337,29.50485437,0.846895945
ID,Oneida,11,1484,7.4,3,4488,345.3,245.0980392,46.66216216,1.408824
ID,Owyhee,NA,4067,23.9,3.1,11693,314.4,NA,13.15481172,NA
ID,Payette,NA,8845,12.9,1.9,23551,354.4,NA,27.47286822,NA
ID,Power,10,2844,15.3,4.6,7768,274.3,128.7332647,17.92810458,2.1307624
ID,Shoshone,25,5283,16.6,2.8,12796,344.6,195.3735542,20.75903614,1.76380064
ID,Teton,13,2381,9.4,2.3,11640,258.1,111.6838488,27.45744681,2.310987692
ID,Twin Falls,224,26140,11.7,1.2,86081,311.4,260.2200253,26.61538462,1.196679616
ID,Valley,25,4010,14.7,4.7,11041,173.4,226.4287655,11.79591837,0.76580376
ID,Washington,25,4144,15.1,2.6,10161,340.1,246.0387757,22.52317881,1.38230244
IL,Adams,307,25786,4.7,0.8,65691,346,467.3395138,73.61702128,0.740361107
IL,Alexander,NA,4141,6.8,2,6060,451.4,NA,66.38235294,NA
IL,Bond,42,5639,6.1,1.5,16630,376.7,252.5556224,61.75409836,1.491552619
IL,Boone,NA,17404,6.3,1,53577,308.1,NA,48.9047619,NA
IL,Brown,NA,1744,5.9,2.2,6556,353.3,NA,59.88135593,NA
IL,Bureau,94,13114,4.9,0.8,32993,360.3,284.9089201,73.53061224,1.26461467
IL,Calhoun,NA,2112,2.9,1,4802,315.1,NA,108.6551724,NA
IL,Carroll,NA,5939,6.1,1.2,14312,372,NA,60.98360656,NA
IL,Cass,NA,4945,7.1,1.5,12260,395,NA,55.63380282,NA
IL,Champaign,680,53628,4.8,0.4,209983,261.9,323.8357391,54.5625,0.808743349
IL,Christian,47,12874,4.9,1,32661,323.2,143.9025137,65.95918367,2.245964936
IL,Clark,NA,6675,5.5,1.3,15596,381,NA,69.27272727,NA
IL,Clay,20,6110,7.9,1.7,13253,392.8,150.9092281,49.72151899,2.6028892
IL,Clinton,70,11262,4.8,1.2,37639,376.7,185.9773108,78.47916667,2.0255159
IL,Coles,149,20434,6.3,1.1,50885,334.5,292.8171367,53.0952381,1.142351174
IL,Cook,19229,1799218,9.5,0.2,5180493,326,371.1808895,34.31578947,0.878277975
IL,Crawford,63,6868,6.3,1.5,18807,367.1,334.9816558,58.26984127,1.095880905
IL,Cumberland,NA,4430,4.7,1.1,10808,324.9,NA,69.12765957,NA
IL,De Witt,25,6027,4.8,1,15769,328.3,158.5389054,68.39583333,2.07078508
IL,DeKalb,192,30740,5.9,0.6,104143,291,184.361887,49.3220339,1.578417344
IL,Douglas,NA,6901,14.5,2,19479,308.9,NA,21.30344828,NA
IL,DuPage,1928,223407,5.9,0.3,928589,245.4,207.6268403,41.59322034,1.181928115
IL,Edgar,25,7213,5.5,1.3,17360,379,144.0092166,68.90909091,2.631776
IL,Edwards,NA,2511,5.6,1.4,6392,357.6,NA,63.85714286,NA
IL,Effingham,133,12257,5.4,1.1,34208,314.5,388.797942,58.24074074,0.808903459
IL,Fayette,110,9693,8.1,1.2,21416,323.5,513.6346657,39.9382716,0.629825091
IL,Ford,41,5496,6.3,1.6,13264,373.8,309.1073583,59.33333333,1.209288585
IL,Franklin,16,19750,6.5,0.9,38701,341.4,41.34260097,52.52307692,8.257825875
IL,Fulton,87,14362,6.1,1,34844,353.3,249.6843072,57.91803279,1.414986805
IL,Gallatin,NA,2857,3.6,1.5,5058,427.5,NA,118.75,NA
IL,Greene,25,6106,6.4,1.6,13044,380.4,191.6590003,59.4375,1.98477504
IL,Grundy,89,14358,4.2,0.9,50972,315.1,174.6056659,75.02380952,1.804637888
IL,Hamilton,25,3175,6.2,3.1,8163,374.2,306.2599534,60.35483871,1.22183784
IL,Hancock,18,7778,3,0.7,17844,322.2,100.8742434,107.4,3.194076
IL,Hardin,25,1903,8.6,3.1,3910,472,639.3861893,54.88372093,0.738208
IL,Henderson,NA,2660,6.7,1.8,6709,349.5,NA,52.1641791,NA
IL,Henry,86,17909,4.4,0.8,49090,366.3,175.1884294,83.25,2.090891512
IL,Iroquois,25,11865,6,1.1,27604,397.8,90.56658455,66.3,4.39234848
IL,Jackson,179,21664,7.4,1.1,57419,331.2,311.7434995,44.75675676,1.062411888
IL,Jasper,NA,3778,7.3,2,9611,347.7,NA,47.63013699,NA
IL,Jefferson,181,16327,5.7,0.6,37820,397.3,478.5827604,69.70175439,0.830159448
IL,Jersey,65,6953,5.3,1.4,21847,389,297.5236875,73.39622642,1.307458923
IL,Jo Daviess,25,8355,4.7,1.1,21366,283.7,117.008331,60.36170213,2.42461368
IL,Johnson,NA,4566,3.6,1,12456,317.3,NA,88.13888889,NA
IL,Kane,1483,156304,8.8,0.4,534216,252.1,277.6030669,28.64772727,0.908131177
IL,Kankakee,500,39419,5.9,0.6,110024,395,454.4463026,66.94915254,0.8691896
IL,Kendall,NA,27546,4.4,0.8,127915,227.6,NA,51.72727273,NA
IL,Knox,254,21683,5.6,0.9,50112,374.4,506.8646232,66.85714286,0.738658772
IL,Lake,1218,183758,7,0.3,700832,240.4,173.7934341,34.34285714,1.383251337
IL,LaSalle,171,40892,4.9,0.5,109430,353.7,156.2642785,72.18367347,2.263473158
IL,Lawrence,25,6260,7.8,1.7,15765,348,158.579131,44.61538462,2.194488
IL,Lee,80,11681,4.5,0.7,34223,346.9,233.760921,77.08888889,1.483994838
IL,Livingston,42,13455,5.1,0.8,35761,380.9,117.4463801,74.68627451,3.243182119
IL,Logan,25,9916,5,1,28925,326.6,86.43042351,65.32,3.778762
IL,Macon,544,44843,4.9,0.6,104712,328.1,519.5202078,66.95918367,0.63154425
IL,Macoupin,50,18775,4.4,0.6,45313,381.9,110.34361,86.79545455,3.46100694
IL,Madison,953,94728,5.2,0.4,264461,392.7,360.3555912,75.51923077,1.089756922
IL,Marion,149,18729,6.5,0.7,37620,443.8,396.0659224,68.27692308,1.120520537
IL,Marshall,NA,4541,3.7,0.8,11534,334.4,NA,90.37837838,NA
IL,Mason,25,6748,4.8,1,13565,340.8,184.2978253,71,1.8491808
IL,Massac,25,6999,4.5,1.2,14080,439.3,177.5568182,97.62222222,2.4741376
IL,McDonough,60,10397,5.1,1.1,29955,348.4,200.3004507,68.31372549,1.739387
IL,McHenry,370,77373,5.4,0.4,308570,291.6,119.9079625,54,2.431865189
IL,McLean,370,45080,3.8,0.4,172828,319.3,214.0856806,84.02631579,1.49145893
IL,Menard,NA,4435,2.4,0.6,12288,318,NA,132.5,NA
IL,Mercer,22,5599,2.4,0.6,15601,347.3,141.0166015,144.7083333,2.462830591
IL,Monroe,NA,8207,2.9,0.8,34335,325.6,NA,112.2758621,NA
IL,Montgomery,50,11128,4.1,0.9,28601,330.4,174.8190623,80.58536585,1.88995408
IL,Morgan,131,12746,4.2,0.7,33976,459.9,385.5662821,109.5,1.192791023
IL,Moultrie,NA,4495,14.9,3.5,14717,321.5,NA,21.57718121,NA
IL,Ogle,16,17707,5.5,0.8,50923,318.7,31.41998704,57.94545455,10.14322506
IL,Peoria,1226,69343,5.8,0.5,180621,326.6,678.7693568,56.31034483,0.481164915
IL,Perry,42,8566,3.8,1,21174,339.7,198.3564749,89.39473684,1.712573286
IL,Piatt,16,4778,3.7,0.8,16396,321.9,97.58477677,87,3.29867025
IL,Pike,35,6730,5,1,15611,341.6,224.200884,68.32,1.5236336
IL,Pope,NA,2397,3.5,2.3,4212,359,NA,102.5714286,NA
IL,Pulaski,NA,3202,3.4,1.5,5463,437.6,NA,128.7058824,NA
IL,Putnam,NA,2258,2.5,0.9,5740,352.7,NA,141.08,NA
IL,Randolph,171,11952,5.5,1,32106,345.3,532.610727,62.78181818,0.648315895
IL,Richland,134,7052,4.5,1.2,15763,363.7,850.0919876,80.82222222,0.427836052
IL,Rock Island,472,57412,5.9,0.5,143477,361.1,328.9725879,61.20338983,1.097659845
IL,Saline,102,12871,5.1,0.9,23906,369.7,426.6711286,72.49019608,0.866475314
IL,Sangamon,1159,73665,4.2,0.4,195348,327.3,593.3001618,77.92857143,0.551660055
IL,Schuyler,22,2669,13.9,3.9,6907,350.9,318.5174461,25.24460432,1.1016665
IL,Scott,NA,2042,4,1,4926,329.6,NA,82.4,NA
IL,Shelby,30,8396,4.3,1,21741,319,137.988133,74.18604651,2.311793
IL,St. Clair,591,99849,6.6,0.5,261059,376.3,226.3856063,57.01515152,1.662208151
IL,Stark,NA,2051,6.6,2,5427,336.6,NA,51,NA
IL,Stephenson,100,20418,5.5,0.9,44753,285.3,223.4487073,51.87272727,1.27680309
IL,Tazewell,132,45820,3.7,0.5,132328,338.6,99.75213107,91.51351351,3.394413697
IL,Union,135,7825,5.7,1.2,16841,380.1,801.615106,66.68421053,0.474167711
IL,Vermilion,373,34968,6.1,0.7,76806,403.9,485.6391428,66.21311475,0.831687491
IL,Wabash,25,4920,6.2,1.5,11549,352.5,216.4689584,56.85483871,1.628409
IL,Warren,23,6997,3.4,0.8,17032,377.3,135.0399248,110.9705882,2.793988522
IL,Washington,50,4666,3.6,0.9,13995,363.3,357.2704537,100.9166667,1.0168767
IL,Wayne,55,7147,7.6,1.9,16332,382.2,336.7621847,50.28947368,1.134925527
IL,White,NA,6237,5.5,1.4,13665,380.8,NA,69.23636364,NA
IL,Whiteside,123,22250,4.9,0.6,55626,371.5,221.1196203,75.81632653,1.680086098
IL,Will,1023,174150,5.6,0.3,692310,310.4,147.7661741,55.42857143,2.10061607
IL,Williamson,267,27639,5.7,0.8,67056,318.1,398.17466,55.80701754,0.79889564
IL,Winnebago,988,120183,6.6,0.5,284081,348.3,347.7881309,52.77272727,1.001471784
IL,Woodford,25,11348,3.7,0.9,38463,304,64.99753009,82.16216216,4.6771008
IN,Adams,25,9389,18.9,2.1,35636,317.8,70.15377708,16.81481481,4.53004832
IN,Allen,1838,120006,9.4,0.6,375351,330.4,489.6749975,35.14893617,0.674733245
IN,Bartholomew,225,24527,9.1,1.4,82753,342,271.8934661,37.58241758,1.2578456
IN,Benton,NA,3364,10.4,2.1,8653,358.2,NA,34.44230769,NA
IN,Blackford,15,4924,7,1.8,11930,354.1,125.7334451,50.58571429,2.816275333
IN,Boone,68,14124,5.4,0.9,66999,375.2,101.4940522,69.48148148,3.696768353
IN,Brown,NA,5484,11.2,2.8,15234,320.3,NA,28.59821429,NA
IN,Carroll,NA,6452,10.3,1.9,20127,328.7,NA,31.91262136,NA
IN,Cass,158,12956,10.5,1.4,37955,332.6,416.2824397,31.67619048,0.798976772
IN,Clark,253,36498,8.5,0.9,117360,385.9,215.5760055,45.4,1.790087905
IN,Clay,25,9155,5.4,1.1,26170,470.3,95.52923194,87.09259259,4.9231004
IN,Clinton,25,10781,10.6,1.5,32250,363.6,77.51937984,34.30188679,4.69044
IN,Crawford,NA,4224,7.2,1.8,10558,359,NA,49.86111111,NA
IN,Daviess,42,10067,23.3,2.4,33147,354.5,126.7082994,15.21459227,2.797764643
IN,Dearborn,78,15876,5.9,1,49568,332.9,157.3595868,56.42372881,2.115536821
IN,Decatur,25,8373,6.9,1.3,26794,387.9,93.30447115,56.2173913,4.15735704
IN,DeKalb,37,12890,9,1.6,43226,328.2,85.59663166,36.46666667,3.834263027
IN,Delaware,365,39597,9,0.7,114772,355,318.0218172,39.44444444,1.116275616
IN,Dubois,111,10837,5.8,1.6,42565,361.1,260.7776342,62.25862069,1.38470464
IN,Elkhart,333,64890,15.2,0.8,205560,337.6,161.9964974,22.21052632,2.083995676
IN,Fayette,NA,9417,10.5,1.5,23047,455.1,NA,43.34285714,NA
IN,Floyd,280,23085,5.6,0.6,77781,347.6,359.9850863,62.07142857,0.965595557
IN,Fountain,NA,5994,9.2,1.8,16351,344.4,NA,37.43478261,NA
IN,Franklin,NA,6942,5.6,1.5,22736,316.6,NA,56.53571429,NA
IN,Fulton,25,7118,11.6,2.6,20092,405.1,124.4276329,34.92241379,3.25570768
IN,Gibson,25,9871,7,1.2,33452,362.6,74.73394715,51.8,4.85187808
IN,Grant,197,28239,9,0.9,65936,427,298.7745693,47.44444444,1.429171168
IN,Greene,25,12471,8.5,1.3,32006,382.1,78.11035431,44.95294118,4.89179704
IN,Hamilton,657,54241,5,0.4,330086,264.4,199.0390383,52.88,1.328382624
IN,Hancock,73,18902,7.1,1.2,76351,306.3,95.61105945,43.14084507,3.203604288
IN,Harrison,25,13109,7.1,1.4,40350,334.2,61.95786865,47.07042254,5.393988
IN,Hendricks,256,35723,6.4,0.8,167009,307.7,153.2851523,48.078125,2.007369895
IN,Henry,48,18267,7.7,1,48271,354.8,99.43858631,46.07792208,3.568031417
IN,Howard,253,31233,7.7,0.9,82366,407,307.165578,52.85714286,1.325018261
IN,Huntington,36,10633,7.8,1.3,36240,360.7,99.33774834,46.24358974,3.631046667
IN,Jackson,85,14079,9.7,1.2,44111,313.8,192.6956995,32.35051546,1.628474329
IN,Jasper,25,10775,7.2,1.2,33370,404.6,74.91759065,56.19444444,5.4006008
IN,Jay,25,8040,10.8,2.4,20764,362.2,120.4006935,33.53703704,3.00828832
IN,Jefferson,232,10773,7.3,1.2,32208,425.4,720.3179334,58.2739726,0.590572552
IN,Jennings,25,9891,10,1.5,27611,396.3,90.54362392,39.63,4.37689572
IN,Johnson,161,40270,7.2,1,156225,341.8,103.056489,47.47222222,3.31662764
IN,Knox,99,14259,7.9,1,36895,350.1,268.3290419,44.3164557,1.304741364
IN,Kosciusko,88,23119,10.7,1.1,79344,335.4,110.9094576,31.34579439,3.024088364
IN,LaGrange,25,8533,39.2,1.9,39330,347.1,63.56470887,8.854591837,5.4605772
IN,Lake,1731,175238,8.6,0.4,484411,366.1,357.3411834,42.56976744,1.024511075
IN,LaPorte,228,39975,8.7,0.9,110007,414.5,207.259538,47.64367816,1.999907961
IN,Lawrence,50,17040,8.4,1.7,45668,323.3,109.4858544,38.48809524,2.95289288
IN,Madison,303,51603,8.8,0.6,129641,346.6,233.7223564,39.38636364,1.482956125
IN,Marion,4103,338035,11.3,0.3,954670,352.9,429.7820189,31.2300885,0.821113924
IN,Marshall,160,15093,13,1.8,46248,347,345.9609064,26.69230769,1.0030035
IN,Martin,NA,3360,9.2,2.4,10217,353.1,NA,38.38043478,NA
IN,Miami,25,13165,9.5,1.4,35567,445,70.28987545,46.84210526,6.330926
IN,Monroe,365,36147,7.7,0.8,146917,295.6,248.4395951,38.38961039,1.189826444
IN,Montgomery,29,12218,9.5,1.2,38346,396.5,75.62718406,41.73684211,5.242823793
IN,Morgan,83,22307,8.1,1.1,70116,370,118.3752638,45.67901235,3.125653012
IN,Newton,NA,4982,8.7,2.4,14011,376.7,NA,43.29885057,NA
IN,Noble,47,13703,8,1,47532,328.8,98.88075402,41.1,3.325217362
IN,Ohio,NA,1917,5.8,1.9,5844,279.5,NA,48.18965517,NA
IN,Orange,24,8178,8.7,1.6,19489,344.2,123.1463903,39.56321839,2.795047417
IN,Owen,NA,8153,11.4,1.9,20845,365.1,NA,32.02631579,NA
IN,Parke,NA,6171,15.1,2.6,16927,389.4,NA,25.78807947,NA
IN,Perry,25,6188,5.9,1.4,19102,407.1,130.876348,69,3.11056968
IN,Pike,NA,4366,3.7,1.2,12410,358.2,NA,96.81081081,NA
IN,Porter,292,46362,6.3,0.5,169594,315,172.1759024,50,1.829524315
IN,Posey,NA,7804,4.5,1,25540,311.5,NA,69.22222222,NA
IN,Pulaski,25,4546,7.7,1.7,12469,368.4,200.4972331,47.84415584,1.83743184
IN,Putnam,25,11451,8,1.6,37779,342.7,66.17432965,42.8375,5.17874532
IN,Randolph,25,9993,11,1.7,24851,415.4,100.5995735,37.76363636,4.12924216
IN,Ripley,25,8869,7.3,1.2,28523,415.3,87.64856432,56.89041096,4.73824076
IN,Rush,25,5444,12.1,3,16663,367.1,150.0330073,30.33884298,2.44679492
IN,Scott,25,8546,8.9,1.8,23878,386.1,104.698886,43.38202247,3.68771832
IN,Shelby,46,13576,7.1,0.9,44593,332.8,103.1552037,46.87323944,3.226206609
IN,Spencer,NA,6637,5.1,1,20327,376.9,NA,73.90196078,NA
IN,St. Joseph,837,87933,9.1,0.6,270771,331.8,309.1172984,36.46153846,1.073378946
IN,Starke,15,9383,6.5,1.2,22935,447.8,65.40222368,68.89230769,6.846862
IN,Steuben,25,11343,8.8,1.5,34586,332.2,72.28358295,37.75,4.59578768
IN,Sullivan,25,7304,11.6,2.4,20690,414.7,120.8313195,35.75,3.4320572
IN,Switzerland,NA,4176,11.4,3.6,10717,335.1,NA,29.39473684,NA
IN,Tippecanoe,473,44945,9,0.6,193048,328.9,245.0167834,36.54444444,1.342357023
IN,Tipton,25,4798,6.1,1.6,15128,334.2,165.2564781,54.78688525,2.02231104
IN,Union,NA,2279,8.6,1.9,7037,374.6,NA,43.55813953,NA
IN,Vanderburgh,993,63129,8.2,0.6,180974,326.6,548.697603,39.82926829,0.595227678
IN,Vermillion,25,6385,7,1.3,15479,440.8,161.5091414,62.97142857,2.72925728
IN,Vigo,503,39510,8.5,0.7,107386,463.9,468.4037025,54.57647059,0.990384998
IN,Wabash,18,11001,7.7,1.2,31280,363.7,57.54475703,47.23376623,6.320297778
IN,Warren,16,2791,4.4,1.5,8263,349.8,193.6342733,79.5,1.806498375
IN,Warrick,333,16164,5.5,0.9,62567,356,532.22945,64.72727273,0.668884444
IN,Washington,25,11006,9.5,1.6,27943,358.8,89.46784526,37.76842105,4.01037936
IN,Wayne,376,26593,12,1.2,65936,469.9,570.2499393,39.15833333,0.824024638
IN,Wells,55,9035,6.8,1.2,28206,346.2,194.9939729,50.91176471,1.775439491
IN,White,25,8443,9.3,1.5,24133,348.1,103.5925911,37.43010753,3.36027892
IN,Whitley,30,9557,6.2,1.1,34074,328.1,88.04366966,52.91935484,3.7265598
KS,Allen,25,4764,5.8,1.3,12444,379.6,200.9000321,65.44827586,1.88949696
KS,Anderson,12,2853,9.5,2.5,7878,352.3,152.3229246,37.08421053,2.3128495
KS,Atchison,25,5288,7.2,1.6,16193,346.2,154.3876984,48.08333333,2.24240664
KS,Barber,35,1782,12.2,2.8,4472,445.3,782.647585,36.5,0.568966171
KS,Barton,81,9408,11.5,1.7,26111,347,310.214086,30.17391304,1.118582346
KS,Bourbon,NA,5536,10.7,2.5,14653,397.2,NA,37.12149533,NA
KS,Brown,25,3787,8,1.3,9598,382.9,260.4709314,47.8625,1.47002968
KS,Butler,126,17445,8.2,1,66765,336.1,188.7216356,40.98780488,1.780929881
KS,Chase,NA,973,8.9,2.6,2629,349.4,NA,39.25842697,NA
KS,Chautauqua,25,1491,13.1,2.7,3309,436.8,755.5152614,33.34351145,0.57814848
KS,Cherokee,61,7816,12.5,2.5,20015,463.7,304.7714214,37.096,1.521468115
KS,Cheyenne,16,1003,7.5,2.3,2660,288.4,601.5037594,38.45333333,0.479465
KS,Clark,43,615,8.5,3,2005,353.7,2144.638404,41.61176471,0.164922907
KS,Clay,25,2804,5.9,1.9,7997,290.2,312.6172315,49.18644068,0.92829176
KS,Cloud,25,3127,9.4,1.9,8729,333.7,286.4016497,35.5,1.16514692
KS,Coffey,25,2726,8.3,1.7,8233,355.2,303.6560185,42.79518072,1.16974464
KS,Comanche,12,520,9.3,4.6,1748,370.9,686.4988558,39.88172043,0.540277667
KS,Cowley,74,12734,9.7,1.5,35218,340.9,210.1198251,35.1443299,1.622407595
KS,Crawford,100,12219,10.9,1.4,39019,416.3,256.2853994,38.19266055,1.62436097
KS,Decatur,18,1056,10.5,3.5,2871,294.8,626.9592476,28.07619048,0.470206
KS,Dickinson,50,7231,7.4,1.4,18717,328,267.1368275,44.32432432,1.2278352
KS,Doniphan,NA,2349,9.9,1.6,7682,357.3,NA,36.09090909,NA
KS,Douglas,148,25327,7.7,0.7,121436,277.6,121.8748971,36.05194805,2.277745514
KS,Edwards,12,899,7.2,2.1,2849,332.4,421.2004212,46.16666667,0.789173
KS,Elk,NA,1280,9.7,2.2,2508,432.8,NA,44.6185567,NA
KS,Ellis,194,7363,6.4,1.3,28710,282.7,675.7227447,44.171875,0.418366856
KS,Ellsworth,20,2034,5.4,1.5,6196,367.3,322.7888961,68.01851852,1.1378954
KS,Finney,100,9851,12.9,1.4,36611,247.8,273.1419519,19.20930233,0.90722058
KS,Ford,99,8609,14,2.1,33888,330.1,292.1388102,23.57857143,1.129942303
KS,Franklin,44,7900,7.1,2,25631,330.6,171.6671218,46.56338028,1.925820136
KS,Geary,139,7862,6.7,1.2,32594,407.8,426.4588575,60.86567164,0.956246993
KS,Gove,21,923,10.8,2.7,2612,304,803.9816233,28.14814815,0.378118095
KS,Graham,20,1104,7.5,2.5,2492,322.8,802.5682183,43.04,0.4022088
KS,Grant,26,2096,18.1,5,7336,335.2,354.4165758,18.51933702,0.945779692
KS,Gray,NA,1275,12.6,2.3,6033,279.2,NA,22.15873016,NA
KS,Greeley,18,354,5.8,3.1,1227,287.9,1466.992665,49.63793103,0.196251833
KS,Greenwood,25,2273,8.4,1.6,6055,362.8,412.8819158,43.19047619,0.8787016
KS,Hamilton,25,748,21.3,5.4,2607,318,958.9566552,14.92957746,0.3316104
KS,Harper,12,1988,11.5,2.4,5506,311.9,217.944061,27.12173913,1.431101167
KS,Harvey,163,10284,8.9,1.5,34210,309.4,476.4688688,34.76404494,0.649360368
KS,Haskell,13,1086,18.8,3.2,3997,289.2,325.2439329,15.38297872,0.889178769
KS,Hodgeman,50,595,9.6,3,1818,316.1,2750.275028,32.92708333,0.11493396
KS,Jackson,12,4672,5.2,1.4,13280,357.8,90.36144578,68.80769231,3.959653333
KS,Jefferson,25,5482,7.2,1.3,18975,302.7,131.7523057,42.04166667,2.297493
KS,Jewell,25,1301,6.8,2.1,2841,285.2,879.9718409,41.94117647,0.32410128
KS,Johnson,1943,117428,6,0.4,597555,227.9,325.1583536,37.98333333,0.700889267
KS,Kearny,25,1065,12.3,4.3,3943,253.4,634.0349987,20.60162602,0.39966248
KS,Kingman,25,2277,6.9,2,7310,410,341.997264,59.42028986,1.19884
KS,Kiowa,15,899,9.5,2.7,2516,345.8,596.1844197,36.4,0.580021867
KS,Labette,99,7548,10.2,1.6,19964,428.6,495.8926067,42.01960784,0.86430004
KS,Lane,25,460,10.7,4.3,1560,246.3,1602.564103,23.01869159,0.1536912
KS,Leavenworth,84,21655,4.5,0.6,81352,332,103.2549907,73.77777778,3.215340952
KS,Lincoln,14,1129,10,2.6,3023,289.9,463.1161098,28.99,0.625976929
KS,Linn,NA,3813,11,1.8,9750,359.7,NA,32.7,NA
